tx_id,ts,amount,merchant_cat,merchant_id_hash,card_id_hash,city,country,device_type,channel,hour,dayofweek,prev_24h_tx_count_card,prev_24h_amt_card,prev_1h_tx_count_card,velocity_amt_1h,is_international,is_night,is_fraud
d6e77ce5ed2c44c9ad9ab5cfc7ffe582,2022-12-31 23:40:00,36.61,dining,638be45375,8f7fb130a4,Chicago,US,mobile,online,23,5,2,23,0,46,False,True,0
91bb7300b7de46cbbcbc71e52e4a98dc,2022-12-31 23:44:00,39.81,gas,27fd97bf98,4a6328d061,New York,US,desktop,online,23,5,0,76,1,45,False,True,0
436c2244b5114e9ab149d8033c689dfa,2022-12-31 23:47:00,36.31,gas,00f2a4903f,95be89a449,San Francisco,US,mobile,online,23,5,0,52,1,34,False,True,0
24e376d4a4974916b20d1a7c0302a2b2,2022-12-31 23:48:00,702.08,dining,00f2a4903f,a2ac2508e1,Chicago,US,desktop,in_store,23,5,2,135,0,47,False,True,0
62e5acf9bc5a420da77feff8ff729462,2022-12-31 23:49:00,20.49,dining,bededab133,f6d213b513,San Francisco,US,mobile,in_store,23,5,0,30,1,1,False,True,0
95afe13caa034381b542c5308effb87c,2022-12-31 23:49:00,36.37,retail,3ce52f9515,2e44991231,San Francisco,US,mobile,in_store,23,5,2,157,0,45,False,True,0
455cd3a4982f411bbac58b7ba9ab1af6,2022-12-31 23:52:00,3.83,retail,3918cf75b6,4b3ea4a0cc,San Francisco,US,mobile,online,23,5,0,84,0,34,False,True,0
27b9627b9fb3438d8274938655fb95d7,2022-12-31 23:54:00,8.61,grocery,10b0256d5b,939da84356,Austin,US,mobile,online,23,5,3,149,1,5,False,True,0
bd21e832d79c4f06994e3ae8b3966db7,2022-12-31 23:54:00,20.76,grocery,abe826ea3f,b66d42fa4d,Chicago,US,desktop,online,23,5,0,134,1,26,False,True,0
d14bcc94681f4d2f8f6e1d28809f4bc9,2023-01-01 00:00:00,38.19,grocery,72cfb92b7a,687da5e499,New York,US,mobile,in_store,0,6,4,82,0,30,False,True,0
c8ae6627420448d7b739714b417a5938,2023-01-01 00:03:00,13.44,grocery,018110ca53,67205b3ab7,Austin,US,desktop,in_store,0,6,3,57,0,22,False,True,0
2cfbf6c3e604412197d9719f87fa3774,2023-01-01 00:05:00,45.33,grocery,44ca550df3,8319935ea2,San Francisco,US,mobile,in_store,0,6,2,53,1,14,False,True,0
449733ca96b2471eb1111a4b17eaeb99,2023-01-01 00:08:00,10.18,grocery,26560f0ce8,fbe97079ee,Chicago,US,desktop,in_store,0,6,3,98,0,11,False,True,0
efcc6cab28814cbf9a40a74c809cc9bc,2023-01-01 00:17:00,83.72,retail,29418d97d6,674cd89d91,Chicago,US,desktop,in_store,0,6,4,189,1,36,False,True,0
47d4b13e60554c6b8f2a95251a39b914,2023-01-01 00:22:00,31.03,grocery,638be45375,4f57c453b0,New York,US,desktop,in_store,0,6,3,148,1,28,False,True,0
a18b926a799c47c38e5b5deec68dd9ef,2023-01-01 00:24:00,1.1,retail,32ca87633a,e73168079d,San Francisco,US,mobile,in_store,0,6,4,136,1,33,False,True,0
71633c0efc214f9982a4c16e06b60dcf,2023-01-01 00:25:00,24.06,retail,ba549c5ac4,7d2dc8560a,Chicago,US,mobile,online,0,6,4,172,0,43,False,True,0
db9a4a76f80c4c7786060272d56414b0,2023-01-01 00:26:00,6.7,dining,c5214cca30,b287a51dee,Austin,US,mobile,online,0,6,1,88,0,8,False,True,0
e92b47cf44d0431aaae0355ee94bcaab,2023-01-01 00:29:00,14.89,gas,1628e51490,1648f6d3a3,Austin,US,mobile,online,0,6,4,104,0,22,False,True,0
80f72bd0861e4f44aedbc6b23183ccf2,2023-01-01 00:32:00,26.18,dining,e0a08e525d,1622acda05,Austin,US,desktop,in_store,0,6,1,163,0,50,False,True,0
18c63359960c410c829aa1b57ada4b96,2023-01-01 00:33:00,24.96,grocery,1a821b065d,5c32cdc032,Chicago,US,mobile,online,0,6,2,102,1,35,False,True,0
a3b618b40d504a86957e1cad5fcfde14,2023-01-01 00:37:00,42.22,gas,dfae792ebb,5caf436ac8,Chicago,US,mobile,in_store,0,6,1,138,1,29,False,True,0
29c0741153dc4b64aa80b9036f7e192a,2023-01-01 00:37:00,2.84,retail,a11e4e48df,f661d1ce2e,Austin,US,mobile,in_store,0,6,0,155,1,43,False,True,0
ee8e3f02166c4b809b25780ce4398fc6,2023-01-01 00:41:00,44.19,retail,3a80f4d0e0,7ba5178a46,Austin,US,mobile,in_store,0,6,0,158,1,46,False,True,0
e48f114e21c0485daaf270047181eeeb,2023-01-01 00:41:00,33.75,grocery,6299628691,36ce9ceae9,San Francisco,US,mobile,in_store,0,6,0,199,1,7,False,True,0
a0711c5c291647a18571dabd67f9f595,2023-01-01 00:44:00,13.82,dining,3f7f3c206c,e27887be3d,Chicago,US,desktop,in_store,0,6,1,32,0,37,False,True,0
6560188963204e2598d5599518769de8,2023-01-01 00:44:00,61.51,gas,6299628691,67205b3ab7,Austin,US,mobile,online,0,6,2,43,0,18,False,True,0
93a2ce8f478a4535aebd6118ea60463d,2023-01-01 00:46:00,10.26,retail,018110ca53,10d85be754,New York,US,mobile,in_store,0,6,0,177,1,40,False,True,0
2ec8213ceb784322b459e4423f2dcfba,2023-01-01 00:46:00,7.99,dining,4480bf99f1,110ef48cf1,San Francisco,US,desktop,in_store,0,6,4,89,0,1,False,True,0
7cacab43669540fe832a4998aace18bf,2023-01-01 00:47:00,10.91,grocery,7ccb78af64,774961ce74,Chicago,US,mobile,in_store,0,6,4,192,0,27,False,True,0
7a93b4bd333e470fa1af10ce5b9d47bb,2023-01-01 00:49:00,6.72,grocery,c5e8c60fd6,fe177c0146,Austin,US,desktop,in_store,0,6,0,178,1,5,False,True,0
8d2936bbd45a474c8f1402b8a27d728b,2023-01-01 00:53:00,19.01,grocery,42b227c314,48a36444d8,New York,US,mobile,in_store,0,6,2,13,0,12,False,True,0
ac4b38ee291c47bca11acbff42c5de3a,2023-01-01 00:54:00,90.9,gas,1197f4cbed,520fce771e,Chicago,US,desktop,online,0,6,2,136,0,22,False,True,0
f986cd21452e4ded85d926d9ee675b7d,2023-01-01 00:56:00,28.25,dining,85ac59202c,df5d2ba4cb,New York,US,desktop,in_store,0,6,3,64,1,47,False,True,0
9c07cb7c47a74bccb2a6efca07657cdb,2023-01-01 00:56:00,7.06,gas,c408ab2b1f,fd2b96fdfa,Chicago,US,desktop,online,0,6,3,120,0,16,False,True,0
50523d3716b24f39bde87cf2827ae759,2023-01-01 01:01:00,37.12,grocery,985bd88d47,8b63294dde,San Francisco,US,desktop,online,1,6,3,138,1,19,False,True,0
54712d1fc0c54d7c8654e40032b82028,2023-01-01 01:03:00,24.46,dining,1c543f847e,0f4b33cc10,New York,US,desktop,online,1,6,0,51,0,27,False,True,0
a4f2d1d5f5c842cd91523ba81c83492c,2023-01-01 01:04:00,30.11,grocery,f53b24b534,16fed068c4,Chicago,US,desktop,in_store,1,6,3,138,1,23,False,True,0
60dfe3118c2c42348d05e6177c39a278,2023-01-01 01:05:00,56.6,gas,1c543f847e,9ccf5e6bba,San Francisco,US,desktop,in_store,1,6,2,195,1,28,False,True,0
df0c9ff9455f4420b869973c868e32a7,2023-01-01 01:06:00,9.45,dining,6cccd406f7,ecc2e8ea66,Austin,US,desktop,in_store,1,6,2,196,1,22,False,True,0
3c9fb94f05fb4425aa452a95851a2a59,2023-01-01 01:06:00,53.59,gas,4480bf99f1,c22f27ca3c,Chicago,US,desktop,online,1,6,4,100,0,32,False,True,0
99137522fd764e40b55e0a446b6af691,2023-01-01 01:10:00,11.3,gas,1b26ef52c9,c3650d6c67,New York,US,mobile,in_store,1,6,1,40,1,49,False,True,0
431dd743fb5c460188edac2a32ac9697,2023-01-01 01:11:00,3.26,gas,1398254e35,a258c4044a,Chicago,US,mobile,online,1,6,4,133,1,19,False,True,0
ca049b9460bf46f283427cfd9c94cdc4,2023-01-01 01:17:00,63.12,retail,bededab133,c809e2018c,San Francisco,US,desktop,online,1,6,4,49,1,47,False,True,0
475babe14e314359966c2c277e9d9316,2023-01-01 01:20:00,6.63,gas,3918cf75b6,1741cde737,Austin,US,desktop,in_store,1,6,4,146,0,8,False,True,0
b3531f7a5d63481c9963f2e9cece85df,2023-01-01 01:32:00,6.7,grocery,5ae269a267,0817595e85,Austin,US,desktop,online,1,6,1,78,1,10,False,True,0
d30f7ad695f34188806b0b460a9ccfd7,2023-01-01 01:33:00,99.02,retail,55a7b3f97f,9e7be336cd,New York,US,desktop,online,1,6,2,32,0,2,False,True,0
d3d451e53fc049baa201f6b9ea53c731,2023-01-01 01:34:00,8.84,retail,f53b24b534,fbe97079ee,Chicago,US,mobile,in_store,1,6,1,51,0,13,False,True,0
05ce40c5a8824d7485c6be1264134761,2023-01-01 01:34:00,26.55,grocery,016bf66c2a,d3d585f0e9,San Francisco,US,mobile,online,1,6,3,100,1,3,False,True,0
6d8823080ef94ffb845df59c35526d40,2023-01-01 01:35:00,10.48,grocery,b2036b08a1,b62e6ad0e1,Austin,US,mobile,in_store,1,6,1,158,1,45,False,True,0
ada60ec9e5a641adbb1db7a40459db88,2023-01-01 01:35:00,29.1,dining,016bf66c2a,f6feb71764,Austin,US,mobile,online,1,6,3,157,0,6,False,True,0
9cea1ed29ada4bf1859411f6754796e9,2023-01-01 01:37:00,1.28,retail,dea6be23e5,298263a646,San Francisco,US,mobile,in_store,1,6,0,33,1,22,False,True,0
782d92de4c7b497f8ce07093320e1b51,2023-01-01 01:37:00,122.41,retail,8d782bd084,b6cbc243b7,New York,US,desktop,online,1,6,2,74,1,10,False,True,0
0bb0dd76744d4c35a972dab954e1a37b,2023-01-01 01:40:00,35.9,gas,f04006c979,0a63dee09d,San Francisco,US,desktop,online,1,6,4,165,0,43,False,True,0
a2c72cbcac304e1194664756b41b4c12,2023-01-01 01:40:00,12.59,retail,1141b4ac4b,790e3ca7aa,New York,US,mobile,in_store,1,6,0,23,1,8,False,True,0
efb4189d192c4510ba311da1ebff6305,2023-01-01 01:40:00,71.2,retail,8d782bd084,6fc8019913,Chicago,US,mobile,online,1,6,0,174,1,14,False,True,0
1a78443ad6fe49d881c384f176f45e50,2023-01-01 01:41:00,2.6,dining,5ae269a267,8da16f4f8c,Austin,US,mobile,online,1,6,3,147,1,49,False,True,0
d94485abc56f4f56bc691d447e01686e,2023-01-01 01:43:00,41.72,gas,c5214cca30,719208b584,Austin,US,desktop,in_store,1,6,2,101,0,9,False,True,0
a12a5dec6faf49d3aebae767f6905a82,2023-01-01 01:44:00,19.95,grocery,8719ff1a23,cd0d7de402,Austin,US,mobile,in_store,1,6,4,152,0,6,False,True,0
8d3767d01ae84aa594605b1795cbc97e,2023-01-01 01:45:00,25.73,dining,985bd88d47,bfb9e657cc,Chicago,US,mobile,online,1,6,1,119,1,28,False,True,0
4f7d39b472064ce98b8f190ca57d2258,2023-01-01 01:45:00,6.59,grocery,5b29704737,95548f0a77,New York,US,desktop,in_store,1,6,3,173,0,32,False,True,0
9eb20e5bc06143d59e26d941819c7d4f,2023-01-01 01:46:00,15.28,grocery,352c913a31,fe606a36dc,San Francisco,US,mobile,in_store,1,6,2,82,1,42,False,True,0
128436d6812c4a128bfe882eb1dab684,2023-01-01 01:46:00,19.73,retail,7ccb78af64,fe606a36dc,New York,US,desktop,in_store,1,6,3,162,0,42,False,True,0
bdfc644d0bea471b992f87528195c6e1,2023-01-01 01:46:00,90.59,gas,247a954f62,eccb8043ed,New York,US,desktop,in_store,1,6,1,65,0,10,False,True,0
bfe7c4b9590146f4bd7028f9562d8349,2023-01-01 01:56:00,99.33,retail,ba549c5ac4,82fe9b37d2,Austin,US,desktop,in_store,1,6,4,84,0,26,False,True,0
c6d05379fce7461d845c81e7c45cf76c,2023-01-01 01:56:00,13.04,gas,ba549c5ac4,077aefea02,San Francisco,US,desktop,online,1,6,3,73,0,22,False,True,0
8046c232556e4a839f741df2f6e03ce4,2023-01-01 01:57:00,5.16,retail,985bd88d47,77da4febbe,New York,US,mobile,online,1,6,2,54,1,47,False,True,0
c70c9db852244c7e8c3c4cd759299a0f,2023-01-01 01:57:00,26.84,retail,2be1fbd7c1,013703f502,Austin,US,desktop,online,1,6,3,58,1,11,False,True,0
75f91b174e2a491d8bb4d945d7f0fcce,2023-01-01 01:59:00,114.23,grocery,fe8992a9c3,6fb3b9e910,San Francisco,US,desktop,online,1,6,0,72,1,39,False,True,0
81df05c410844798bb7b660bdb7ac1da,2023-01-01 01:59:00,35.22,gas,29418d97d6,95be89a449,Chicago,US,desktop,in_store,1,6,0,140,1,9,False,True,0
334c3baf94964ba19c3b15c3d271457c,2023-01-01 02:02:00,3.43,gas,72cfb92b7a,f8422a85cb,Chicago,US,desktop,online,2,6,3,162,0,45,False,True,0
3f529f905bda4349925d6d6eb169a7a8,2023-01-01 02:03:00,32.69,retail,7ccb78af64,b3575ad870,Chicago,US,mobile,in_store,2,6,3,18,1,11,False,True,0
af3a94b0dbad4631b36859b49b788821,2023-01-01 02:06:00,30.8,grocery,80a31908c7,e352f6f9d3,Chicago,US,mobile,in_store,2,6,0,83,0,14,False,True,0
70bf366096114be5a2f986a39807f297,2023-01-01 02:06:00,23.18,grocery,f9e2a7a7aa,c3650d6c67,New York,US,desktop,online,2,6,0,190,1,13,False,True,0
187e113049304c6798c59be031c76f2f,2023-01-01 02:06:00,17.67,dining,ec6a16661c,12bcef7194,Austin,US,desktop,in_store,2,6,2,180,1,46,False,True,0
3c2f61b21aed4148b4550150a846484a,2023-01-01 02:09:00,52.46,retail,80a31908c7,f088fe0629,New York,US,desktop,in_store,2,6,1,121,0,33,False,True,0
5fe30a9047ae4df9a6c1f406d2ef6fa7,2023-01-01 02:12:00,16.77,dining,4dd1387d2a,fd2b96fdfa,New York,US,mobile,in_store,2,6,1,72,1,23,False,True,0
d95b348c67e748889e4164f7133df377,2023-01-01 02:13:00,34.72,retail,ec6a16661c,ca0f9a6f36,Chicago,US,mobile,online,2,6,0,148,0,23,False,True,0
38335451482b4702b80e455dcfc66809,2023-01-01 02:14:00,30.08,dining,247a954f62,0f2b90b163,Austin,US,desktop,in_store,2,6,4,49,1,43,False,True,0
ce1f6e5285914043b23f1064a4269d7a,2023-01-01 02:14:00,102.3,retail,55a7b3f97f,917da03fcb,San Francisco,US,desktop,in_store,2,6,2,166,1,43,False,True,0
1d5abc762e9f45a49fb36e9e4ef5f60f,2023-01-01 02:14:00,22.35,dining,8abb6da5c6,b6cbc243b7,Austin,US,desktop,in_store,2,6,3,108,1,24,False,True,0
af585a24535f49b899a0568aad07f7e8,2023-01-01 02:18:00,13.35,dining,a971c08c87,d049c03b39,San Francisco,US,mobile,online,2,6,0,118,1,29,False,True,0
c869ae06d19c4f5a8482ebc73bab04f2,2023-01-01 02:20:00,47.42,dining,3cec8805ac,17a425a49f,Chicago,US,desktop,in_store,2,6,2,169,1,28,False,True,0
a6251f1c28364bc2bea8e61c58a96c90,2023-01-01 02:21:00,44.15,grocery,1c543f847e,1c4747fd6f,San Francisco,US,desktop,online,2,6,2,119,0,7,False,True,0
692973ae4e264d5097699e736df1e6ec,2023-01-01 02:22:00,26.15,dining,a11e4e48df,4ceceaad5d,Austin,US,desktop,in_store,2,6,3,136,0,47,False,True,0
f48f29d20cf24404a891c7ea764a7aa2,2023-01-01 02:22:00,35.81,retail,e720c1e11b,62d867d0c7,New York,US,mobile,in_store,2,6,1,136,0,8,False,True,0
b70ef12bdc8f4cbc937bb1c3aabb17f7,2023-01-01 02:24:00,55.86,retail,a91e4bc6de,55561451e6,Chicago,US,desktop,online,2,6,2,191,1,31,False,True,0
cefa23f5830d4e2e97a7f426113b6f20,2023-01-01 02:24:00,10.53,retail,f9e2a7a7aa,790ea136e7,San Francisco,US,desktop,in_store,2,6,1,33,0,43,False,True,0
78ce83a1f09845e1a84b5f79d9ce1c15,2023-01-01 02:25:00,9.7,retail,f3f8d23e94,c95342d15c,Austin,US,desktop,online,2,6,1,127,1,27,False,True,0
68817ee3178c41709c7f45761ee4b288,2023-01-01 02:26:00,18.23,retail,590d6493e2,2199e64302,New York,US,desktop,in_store,2,6,4,185,1,42,False,True,0
bdca76babf724e1dbf01a1cf5a0e2707,2023-01-01 02:27:00,12.86,grocery,32ca87633a,3a7b9ef3f6,San Francisco,US,desktop,in_store,2,6,2,149,0,33,False,True,0
be82f65900404f0eac3aafe8ba6c813d,2023-01-01 02:27:00,25.75,grocery,590d6493e2,e656100000,Chicago,US,desktop,in_store,2,6,3,165,0,46,False,True,0
8926a145bdc84223868e0041971acad5,2023-01-01 02:30:00,35.34,gas,44ca550df3,78eac40801,New York,US,desktop,online,2,6,2,141,0,42,False,True,0
a179346d039a412b9544932b67cd40d6,2023-01-01 02:36:00,25.23,grocery,5ae269a267,f6feb71764,Austin,US,mobile,in_store,2,6,0,184,1,37,False,True,0
f51837e735d4410691cf98bd7899ab83,2023-01-01 02:37:00,9.28,grocery,99311b2bc7,1e31478cb1,New York,US,mobile,in_store,2,6,3,109,1,28,False,True,0
1c9b94073f094bea8548d78410083c6f,2023-01-01 02:37:00,48.48,gas,520890d582,fe60efd029,San Francisco,US,mobile,in_store,2,6,2,127,1,9,False,True,0
ec3c48b7fdb4450cab882e659cc1bcc9,2023-01-01 02:39:00,5.32,dining,b2036b08a1,a0be37060f,San Francisco,US,desktop,in_store,2,6,4,118,0,27,False,True,0
2d265dc3535a43288c6fa2c8ba489d7f,2023-01-01 02:39:00,3.47,dining,3cec8805ac,63b8726805,Chicago,US,desktop,in_store,2,6,4,77,0,40,False,True,0
9bcd63960ade476da8a3afa9c563cb5e,2023-01-01 02:40:00,41.8,gas,3cec8805ac,f9c0f4e3e6,San Francisco,US,desktop,in_store,2,6,4,176,0,1,False,True,0
0dd113aaf2f84eab9deeb61750842161,2023-01-01 02:41:00,169.94,retail,dfae792ebb,1749493279,San Francisco,US,mobile,in_store,2,6,2,187,0,11,False,True,0
7c3dcc448c644d34af63689f6bc3940b,2023-01-01 02:41:00,18.52,gas,6333b581ad,6fb3b9e910,New York,US,desktop,in_store,2,6,0,111,1,1,False,True,0
8a13da6aa3ed422ababe7b67b6284e8f,2023-01-01 02:41:00,98.64,retail,33b466ce1e,5bd2ec5b59,Austin,US,desktop,in_store,2,6,0,48,0,44,False,True,0
9f751275ea87475bb2a25c75c2ffacba,2023-01-01 02:43:00,47.04,retail,bededab133,ea7ed05cc7,San Francisco,US,mobile,online,2,6,4,44,0,14,False,True,0
d0791f0a76e24dc5b26ddc9b42f8feca,2023-01-01 02:44:00,11.35,grocery,018110ca53,e749230551,Austin,US,mobile,in_store,2,6,4,124,1,19,False,True,0
a4a3c27b92a443c98415028cc47efe65,2023-01-01 02:44:00,15.06,grocery,c5e8c60fd6,79764f268b,San Francisco,US,mobile,in_store,2,6,4,134,0,40,False,True,0
cfac30a3236543928104a92ec98d3c0a,2023-01-01 02:45:00,53.06,gas,26560f0ce8,1042d0a90c,Chicago,US,mobile,online,2,6,3,20,1,15,False,True,0
cb573409392e4d09843cb1646cc6fcec,2023-01-01 02:50:00,35.53,dining,8d782bd084,3f9ccfa88c,San Francisco,US,mobile,in_store,2,6,0,81,0,48,False,True,0
0d6cfe8df5024d72a89ef50291d9ff1d,2023-01-01 02:51:00,47.65,dining,7ccb78af64,82fe9b37d2,San Francisco,US,mobile,in_store,2,6,4,142,1,31,False,True,0
f7844d41469d4b1cad45dcd6a1cc7a02,2023-01-01 02:51:00,30.12,grocery,1398254e35,4addfbd470,Chicago,US,mobile,online,2,6,3,109,1,23,False,True,0
4f75b7d3ad8b4e40bf8a597fd0f58e60,2023-01-01 02:57:00,23.38,dining,85ac59202c,59670146d3,New York,US,desktop,online,2,6,3,193,1,19,False,True,0
ba7bfa353f244c1293d3cec9bafa885e,2023-01-01 02:58:00,31.78,gas,abe826ea3f,bbdc0e22c0,San Francisco,US,desktop,online,2,6,4,36,1,22,False,True,0
940c652683dd42f483eeff4f28c4ef37,2023-01-01 03:01:00,30.15,dining,f04006c979,c0e5796357,New York,US,desktop,online,3,6,2,142,0,25,False,True,0
904b20b2b23a468587d96ef0ff430692,2023-01-01 03:01:00,22.23,dining,1b3ce915de,5de2680041,San Francisco,US,mobile,in_store,3,6,2,142,1,48,False,True,0
82ea018b162b4c61919424630c1f7153,2023-01-01 03:03:00,10.72,dining,db30e93718,62865f4472,San Francisco,US,mobile,online,3,6,3,51,1,42,False,True,0
d0f6307ad2f94f3da2cdc44eaa8444c8,2023-01-01 03:06:00,16.13,retail,44ca550df3,3e52784f4c,San Francisco,US,desktop,online,3,6,2,141,0,41,False,True,0
1713ba974219483ebe9c213bc177dbbe,2023-01-01 03:07:00,20.01,gas,4480bf99f1,a470c74e39,Austin,US,desktop,in_store,3,6,1,127,0,5,False,True,0
59a3dce104764c26a9ee2e88813cd9e4,2023-01-01 03:09:00,25.17,dining,8d782bd084,6ea6faf6ac,San Francisco,US,desktop,online,3,6,0,161,1,13,False,True,0
0fcf4365528d4005b02af3fb3ad41500,2023-01-01 03:10:00,6.57,grocery,fe8992a9c3,e8da93f225,Chicago,US,mobile,in_store,3,6,2,59,1,8,False,True,0
ee54a504bd144244b63a951304a4389b,2023-01-01 03:12:00,117.65,grocery,ad82e49156,34220713bf,New York,US,mobile,in_store,3,6,1,105,1,31,False,True,0
a8a4cb5243734939bc7cd51a920353eb,2023-01-01 03:14:00,28.09,retail,72cfb92b7a,b66d42fa4d,New York,US,desktop,online,3,6,2,138,1,2,False,True,0
d31eb180558747769d57eacc34babf81,2023-01-01 03:15:00,8.28,grocery,3918cf75b6,55f0a6e83e,New York,US,mobile,in_store,3,6,1,79,1,25,False,True,0
3c6e433f6cd943ad993259440c9350e0,2023-01-01 03:17:00,5.85,retail,ff470c214d,597d788a8d,Austin,US,mobile,in_store,3,6,4,35,0,1,False,True,0
0c28d87199ac49529765d9145ae418e0,2023-01-01 03:18:00,37.13,dining,1eea6ae04b,0489ace442,San Francisco,US,desktop,online,3,6,3,34,0,12,False,True,0
8c8fb9a287d94cee83ff9e618ba3f06f,2023-01-01 03:18:00,13.52,dining,c5e8c60fd6,fc9fbc413a,Chicago,US,mobile,in_store,3,6,3,95,1,20,False,True,0
eb191697ce274f9d91bd0d044b43a224,2023-01-01 03:20:00,24.17,grocery,c9e4f6c43b,6689fab0ec,Austin,US,mobile,online,3,6,4,74,0,41,False,True,0
422db93dcc594b318d8769f4bbe16966,2023-01-01 03:21:00,54.17,dining,8e193df49b,a6362c85de,Chicago,US,mobile,in_store,3,6,3,79,0,26,False,True,0
0256cfd6346d460f943fece4610bbb27,2023-01-01 03:23:00,7.7,gas,1b26ef52c9,f1063dbfac,San Francisco,US,desktop,online,3,6,1,140,0,50,False,True,0
35fd189b611a4ff7a0b91d61d6cd5850,2023-01-01 03:27:00,26.02,dining,f9e2a7a7aa,43e7cdd164,Austin,US,desktop,online,3,6,3,190,1,8,False,True,0
2204c6c95c4b44f19c68e2490837c2f2,2023-01-01 03:28:00,43.07,grocery,8719ff1a23,42fd4af11f,San Francisco,US,desktop,online,3,6,0,107,1,14,False,True,0
42602487fdba43f7bc693de8a0cff177,2023-01-01 03:28:00,16.37,dining,44c51aa38e,373ab3753d,Austin,US,desktop,in_store,3,6,3,166,1,44,False,True,0
1feff43ba2c24f1095693b72aaf3bbd3,2023-01-01 03:31:00,24.32,grocery,761a9a3c98,afa691b9dd,Chicago,US,desktop,in_store,3,6,4,140,0,35,False,True,0
78144aa6495c40a4a134dc79c076b365,2023-01-01 03:34:00,74.72,grocery,352c913a31,ddcdf8513b,Chicago,US,mobile,online,3,6,4,110,1,18,False,True,0
645a6f1ad46f4325bcdd1232ba5fdf62,2023-01-01 03:39:00,8.64,retail,c408ab2b1f,67f2af1876,Austin,US,desktop,in_store,3,6,4,133,1,5,False,True,0
3794d128314a44f8b53f252863bb092d,2023-01-01 03:40:00,29.43,grocery,c5214cca30,30e1f4a78f,Chicago,US,mobile,online,3,6,2,163,0,12,False,True,0
1d605fd2bdf8470fa3c7216b5e181d4f,2023-01-01 03:41:00,3.38,retail,1c543f847e,45fdd75f89,Austin,US,mobile,in_store,3,6,3,15,1,37,False,True,0
dd548407e56540189d8f4d21a75fcc8a,2023-01-01 03:43:00,8.62,dining,fe8992a9c3,08883efbab,Chicago,US,mobile,online,3,6,1,148,0,16,False,True,0
3d730451657648b8b6f37b9da6eed625,2023-01-01 03:43:00,30.46,grocery,b2036b08a1,941229e664,Chicago,US,desktop,online,3,6,4,83,0,44,False,True,0
ff0ef1c056684e3a989e34d6fc1523fe,2023-01-01 03:43:00,14.61,retail,2bd5722696,9c3813ca22,New York,US,desktop,online,3,6,0,179,0,10,False,True,0
31cd0832cebe466484eec13bd2ec229d,2023-01-01 03:45:00,4.03,retail,e0a08e525d,e352f6f9d3,Austin,US,desktop,in_store,3,6,2,158,1,37,False,True,0
a920bc0219c5465cb9506ef93f447fe8,2023-01-01 03:47:00,31.23,dining,1398254e35,644aaea6b9,San Francisco,US,mobile,in_store,3,6,0,102,1,16,False,True,0
4b630e586695411e84776c8741791827,2023-01-01 03:47:00,8.45,grocery,8e193df49b,a24a4ff7dc,San Francisco,US,desktop,in_store,3,6,1,164,0,0,False,True,0
f223469da8904efa8eefb3d23efc820b,2023-01-01 03:49:00,270.75,dining,6299628691,ddcdf8513b,New York,US,mobile,online,3,6,4,41,1,8,False,True,0
